-1.697071      3.819237
-6.776217      3.238000
-6.907257      1.328469
-5.171559      2.164415
-0.228621      0.811889
1.036326      2.699886
-4.167380      0.126184
-3.569166      1.075349
-6.434688      0.320722
-2.947932      1.981328
0.928016      0.704259
-4.825172      -0.756392
-3.438449      2.994892
-0.744987      1.781458
-2.589163      -0.936404
-4.976021      -2.683258
-5.426410      -1.678552
-5.760059      1.218274
-0.105304      2.726830
-5.951366      -0.691305
-1.195585      2.813760
-4.310600      -1.780363
-5.027969      4.137618
-4.063148      2.084897
-1.982840      -0.039206
-1.839330      1.889770
-0.404910      -1.128745
0.419614      1.752099
-6.286932      2.230551
-0.571753      3.734817
-1.009543      -2.046629
-2.316566      2.904565
-3.858023      -2.774894
-3.073909      0.051359
-5.658956      3.210582
-3.912018      3.987622
-3.194035      -1.869678
-4.643966      1.138493
-0.874804      -0.128978
-2.463717      0.967318
-2.809827      3.920928
-4.571453      3.084369
-1.495339      -1.022639
0.269465      -0.191801
-2.739046      -2.884980
-1.366845      0.877524
-3.705881      -0.889651
-6.166818      4.200521
-5.296155      0.218582
-2.092478      -1.970309
