-5.946674      -5.946674
-3.987653      -5.946674
-2.028632      -5.946674
-0.069612      -5.946674
1.889409      -5.946674
3.848430      -5.946674
5.807450      -5.946674
7.766471      -5.946674
-5.946674      -3.987653
-3.987653      -3.987653
-2.028632      -3.987653
-0.069612      -3.987653
1.889409      -3.987653
3.848430      -3.987653
5.807450      -3.987653
7.766471      -3.987653
-5.946674      -2.028632
-3.987653      -2.028632
-2.028632      -2.028632
-0.069612      -2.028632
1.889409      -2.028632
3.848430      -2.028632
5.807450      -2.028632
7.766471      -2.028632
-5.946674      -0.069612
-3.987653      -0.069612
-2.028632      -0.069612
-0.069612      -0.069612
1.889409      -0.069612
3.848430      -0.069612
5.807450      -0.069612
7.766471      -0.069612
-5.946674      1.889409
-3.987653      1.889409
-2.028632      1.889409
-0.069612      1.889409
1.889409      1.889409
3.848430      1.889409
5.807450      1.889409
7.766471      1.889409
-5.946674      3.848430
-3.987653      3.848430
-2.028632      3.848430
-0.069612      3.848430
1.889409      3.848430
3.848430      3.848430
5.807450      3.848430
7.766471      3.848430
-5.946674      5.807450
-3.987653      5.807450
